date,Team_1,Team_2,Winner,Margin,Ground
11-Mar-72,Australia,England,England,6 wickets,Melbourne
12-Mar-72,Australia,England,England,8 runs,Sydney
13-Mar-72,India,Pakistan,Pakistan,2 wickets,Eden Gardens
14-Mar-72,New Zealand,West Indies,West Indies,95 runs,Dunedin
15-Mar-72,India,Pakistan,India,,Hyderabad
16-Mar-72,New Zealand,West Indies,West Indies,6 wickets,Auckland
17-Mar-72,India,Pakistan,Pakistan,6 wickets,Pune
18-Mar-72,India,Pakistan,Pakistan,41 runs,Nagpur
19-Mar-72,India,Pakistan,Pakistan,5 wickets,Jamshedpur
20-Mar-72,New Zealand,West Indies,West Indies,10 wickets,Christchurch
21-Mar-72,England,India,India,3 wickets,Sharjah
22-Mar-72,Australia,Pakistan,Pakistan,6 wickets,Sharjah
23-Mar-72,Australia,India,India,7 wickets,Sharjah
24-Mar-72,England,Pakistan,England,5 wickets,Sharjah
25-Mar-72,Australia,England,England,11 runs,Sharjah
26-Mar-72,India,Pakistan,Pakistan,8 wickets,Sharjah
27-Mar-72,England,Pakistan,England,7 wickets,The Oval
28-Mar-72,England,Pakistan,Pakistan,6 wickets,Nottingham
29-Mar-72,England,Pakistan,England,1 wicket,Birmingham
30-Mar-72,Pakistan,Sri Lanka,Pakistan,15 runs,Hyderabad (Sind)
31-Mar-72,India,Australia,Australia,1 run,Chennai
01-Apr-72,England,West Indies,England,2 wickets,Gujranwala
02-Apr-72,New Zealand,Zimbabwe,New Zealand,3 runs,Hyderabad
03-Apr-72,Pakistan,England,Pakistan,18 runs,Rawalpindi
04-Apr-72,Australia,Zimbabwe,Australia,96 runs,Chennai
05-Apr-72,Sri Lanka,West Indies,West Indies,191 runs,Karachi
06-Apr-72,India,New Zealand,India,16 runs,Bengaluru
07-Apr-72,Pakistan,West Indies,Pakistan,1 wicket,Lahore
08-Apr-72,India,Zimbabwe,India,8 wickets,Wankhede
09-Apr-72,England,Sri Lanka,England,108 runs,Peshawar
10-Apr-72,Australia,New Zealand,Australia,3 runs,Indore
11-Apr-72,Pakistan,England,Pakistan,7 wickets,Karachi
12-Apr-72,Sri Lanka,West Indies,West Indies,25 runs,Kanpur
13-Apr-72,India,Australia,India,56 runs,Delhi
14-Apr-72,New Zealand,Zimbabwe,New Zealand,4 wickets,Eden Gardens
15-Apr-72,Pakistan,Sri Lanka,Pakistan,113 runs,Faisalabad
16-Apr-72,England,West Indies,England,34 runs,Jaipur
17-Apr-72,India,Zimbabwe,India,7 wickets,Ahmedabad
18-Apr-72,Australia,New Zealand,Australia,17 runs,Chandigarh
19-Apr-72,Australia,Zimbabwe,Australia,70 runs,Cuttack
20-Apr-72,England,Sri Lanka,England,8 wickets,Pune
21-Apr-72,Pakistan,West Indies,West Indies,28 runs,Karachi
22-Apr-72,India,New Zealand,India,9 wickets,Nagpur
23-Apr-72,Pakistan,Australia,Australia,18 runs,Lahore
24-Apr-72,India,England,England,35 runs,Wankhede
25-Apr-72,Australia,England,Australia,7 runs,Eden Gardens
26-Apr-72,Pakistan,England,England,2 wickets,Lahore
27-Apr-72,Pakistan,England,England,23 runs,Karachi
28-Apr-72,Pakistan,England,England,98 runs,Peshawar
29-Apr-72,India,West Indies,West Indies,10 runs,Nagpur
30-Apr-72,India,West Indies,West Indies,52 runs,Guwahati
01-May-72,Australia,Sri Lanka,Australia,81 runs,Perth
02-May-72,India,West Indies,India,56 runs,Eden Gardens
03-May-72,Australia,New Zealand,New Zealand,1 run,Perth
04-May-72,New Zealand,Sri Lanka,New Zealand,6 wickets,Sydney
05-May-72,India,West Indies,West Indies,6 wickets,Rajkot
06-May-72,Australia,New Zealand,Australia,6 runs,Melbourne
07-May-72,India,West Indies,West Indies,2 runs,Ahmedabad
08-May-72,New Zealand,Sri Lanka,New Zealand,4 wickets,Adelaide
09-May-72,Australia,Sri Lanka,Australia,81 runs,Adelaide
10-May-72,New Zealand,Sri Lanka,Sri Lanka,4 wickets,Hobart
11-May-72,Australia,Sri Lanka,Australia,38 runs,Melbourne
12-May-72,New Zealand,Sri Lanka,New Zealand,4 wickets,Brisbane
13-May-72,Australia,New Zealand,Australia,5 wickets,Brisbane
14-May-72,Australia,Sri Lanka,Australia,3 wickets,Sydney
15-May-72,India,West Indies,West Indies,4 wickets,Faridabad
16-May-72,Australia,New Zealand,Australia,78 runs,Sydney
17-May-72,Australia,New Zealand,Australia,8 wickets,Melbourne
18-May-72,India,West Indies,West Indies,73 runs,Gwalior
19-May-72,Australia,New Zealand,Australia,6 wickets,Sydney
20-May-72,India,West Indies,West Indies,9 wickets,Thiruvananthapuram
21-May-72,Australia,England,Australia,22 runs,Melbourne
22-May-72,New Zealand,England,England,5 wickets,Dunedin
23-May-72,New Zealand,England,England,6 wickets,Christchurch
24-May-72,West Indies,Pakistan,West Indies,47 runs,Kingston
25-May-72,West Indies,Pakistan,West Indies,5 wickets,St John's
26-May-72,New Zealand,England,New Zealand,7 wickets,Napier
27-May-72,West Indies,Pakistan,West Indies,50 runs,Port of Spain
28-May-72,New Zealand,England,New Zealand,4 wickets,Auckland
29-May-72,West Indies,Pakistan,West Indies,7 wickets,Port of Spain
30-May-72,India,Sri Lanka,India,18 runs,Sharjah
31-May-72,India,New Zealand,India,73 runs,Sharjah
01-Jun-72,New Zealand,Sri Lanka,New Zealand,99 runs,Sharjah
02-Jun-72,West Indies,Pakistan,West Indies,7 wickets,Georgetown
03-Jun-72,New Zealand,Sri Lanka,New Zealand,43 runs,Sharjah
04-Jun-72,India,New Zealand,India,52 runs,Sharjah
05-Jun-72,England,West Indies,England,6 wickets,Birmingham
06-Jun-72,England,West Indies,England,47 runs,Leeds
07-Jun-72,England,West Indies,England,7 wickets,Lord's
08-Jun-72,England,Sri Lanka,England,5 wickets,The Oval
09-Jun-72,Pakistan,Australia,Pakistan,,Lahore
10-Jun-72,India,West Indies,India,23 runs,Sharjah
11-Jun-72,Pakistan,West Indies,Pakistan,84 runs,Sharjah
12-Jun-72,India,Pakistan,Pakistan,34 runs,Sharjah
13-Jun-72,India,West Indies,West Indies,8 wickets,Sharjah
14-Jun-72,Pakistan,West Indies,West Indies,11 runs,Sharjah
15-Jun-72,Pakistan,Sri Lanka,Sri Lanka,5 wickets,Dhaka
16-Jun-72,Bangladesh,India,India,9 wickets,Chattogram
17-Jun-72,India,Sri Lanka,Sri Lanka,17 runs,Dhaka
18-Jun-72,Bangladesh,Pakistan,Pakistan,173 runs,Chattogram
19-Jun-72,India,Pakistan,India,4 wickets,Dhaka
20-Jun-72,Bangladesh,Sri Lanka,Sri Lanka,9 wickets,Dhaka
21-Jun-72,India,Sri Lanka,India,6 wickets,Dhaka
22-Jun-72,Pakistan,West Indies,West Indies,89 runs,Adelaide
23-Jun-72,India,New Zealand,India,4 wickets,Visakhapatnam
24-Jun-72,Australia,Pakistan,Australia,9 wickets,Adelaide
25-Jun-72,India,New Zealand,India,5 wickets,Cuttack
26-Jun-72,Australia,West Indies,West Indies,1 run,Sydney
27-Jun-72,Australia,West Indies,West Indies,34 runs,Melbourne
28-Jun-72,India,New Zealand,India,53 runs,Indore
29-Jun-72,Pakistan,West Indies,West Indies,17 runs,Hobart
30-Jun-72,India,New Zealand,India,2 wickets,Vadodara
01-Jul-72,Pakistan,West Indies,West Indies,7 wickets,Perth
02-Jul-72,Australia,Pakistan,Pakistan,38 runs,Perth
03-Jul-72,Australia,West Indies,Australia,8 runs,Melbourne
04-Jul-72,Pakistan,West Indies,Pakistan,55 runs,Brisbane
05-Jul-72,Australia,Pakistan,Australia,5 wickets,Brisbane
06-Jul-72,Australia,Pakistan,Australia,6 runs,Melbourne
07-Jul-72,Australia,West Indies,Australia,61 runs,Sydney
08-Jul-72,Australia,West Indies,Australia,2 runs,Melbourne
09-Jul-72,Australia,West Indies,West Indies,92 runs,Sydney
10-Jul-72,Australia,West Indies,West Indies,8 wickets,Sydney
11-Jul-72,New Zealand,Pakistan,New Zealand,8 wickets,Dunedin
12-Jul-72,New Zealand,Pakistan,New Zealand,7 wickets,Christchurch
13-Jul-72,West Indies,India,West Indies,50 runs,Bridgetown
14-Jul-72,New Zealand,Pakistan,New Zealand,6 wickets,Wellington
15-Jul-72,West Indies,India,West Indies,6 wickets,Port of Spain
16-Jul-72,New Zealand,Pakistan,Pakistan,7 wickets,Auckland
17-Jul-72,West Indies,India,West Indies,6 wickets,Port of Spain
18-Jul-72,New Zealand,Pakistan,New Zealand,7 wickets,Hamilton
19-Jul-72,West Indies,India,West Indies,8 wickets,St John's
20-Jul-72,West Indies,India,West Indies,101 runs,Georgetown
21-Jul-72,Pakistan,Sri Lanka,Pakistan,30 runs,Sharjah
22-Jul-72,Pakistan,Sri Lanka,Pakistan,7 wickets,Sharjah
23-Jul-72,England,Australia,England,95 runs,Manchester
24-Jul-72,England,Australia,tied,,Nottingham
25-Jul-72,England,Australia,Australia,6 wickets,Lord's
26-Jul-72,India,West Indies,West Indies,5 wickets,Sharjah
27-Jul-72,Pakistan,West Indies,Pakistan,11 runs,Sharjah
28-Jul-72,England,Sri Lanka,England,5 wickets,Delhi
29-Jul-72,India,Pakistan,Pakistan,6 wickets,Sharjah
30-Jul-72,India,West Indies,India,37 runs,Sharjah
31-Jul-72,Pakistan,West Indies,Pakistan,57 runs,Sharjah
01-Aug-72,Australia,England,England,7 wickets,Hyderabad
02-Aug-72,Sri Lanka,West Indies,Sri Lanka,4 wickets,Rajkot
03-Aug-72,India,Pakistan,Pakistan,38 runs,Sharjah
04-Aug-72,Australia,West Indies,Australia,99 runs,Chennai
05-Aug-72,England,Pakistan,England,4 wickets,Cuttack
06-Aug-72,India,Sri Lanka,India,6 runs,Ahmedabad
07-Aug-72,Australia,Pakistan,Pakistan,66 runs,Brabourne
08-Aug-72,India,West Indies,West Indies,20 runs,Delhi
09-Aug-72,India,England,India,6 wickets,Kanpur
10-Aug-72,Pakistan,West Indies,West Indies,6 wickets,Jalandhar
11-Aug-72,Australia,Sri Lanka,Australia,28 runs,Margao
12-Aug-72,England,West Indies,West Indies,26 runs,Gwalior
13-Aug-72,India,Australia,India,3 wickets,Bengaluru
14-Aug-72,Pakistan,Sri Lanka,Pakistan,6 runs,Lucknow
15-Aug-72,India,Pakistan,Pakistan,77 runs,Eden Gardens
16-Aug-72,England,Pakistan,Pakistan,6 wickets,Nagpur
17-Aug-72,India,West Indies,West Indies,8 wickets,Wankhede
18-Aug-72,Pakistan,West Indies,Pakistan,4 wickets,Eden Gardens
19-Aug-72,Pakistan,India,Pakistan,7 runs,Gujranwala
20-Aug-72,Pakistan,India,no result,,Karachi
21-Aug-72,Pakistan,India,Pakistan,38 runs,Lahore
22-Aug-72,Australia,Sri Lanka,Australia,30 runs,Melbourne
23-Aug-72,Australia,Sri Lanka,Australia,9 wickets,Perth
24-Aug-72,Pakistan,Sri Lanka,Sri Lanka,3 wickets,Perth
25-Aug-72,Australia,Pakistan,Australia,7 wickets,Melbourne
26-Aug-72,Australia,Sri Lanka,Australia,73 runs,Melbourne
27-Aug-72,Pakistan,Sri Lanka,Pakistan,5 wickets,Brisbane
28-Aug-72,Australia,Pakistan,Australia,67 runs,Brisbane
29-Aug-72,Australia,Pakistan,Pakistan,5 wickets,Sydney
30-Aug-72,West Indies,England,no result,,Port of Spain
31-Aug-72,Pakistan,Sri Lanka,Pakistan,6 wickets,Hobart
01-Sep-72,Pakistan,Sri Lanka,Pakistan,27 runs,Adelaide
02-Sep-72,West Indies,England,no result,,Port of Spain
03-Sep-72,Australia,Sri Lanka,Australia,7 wickets,Adelaide
04-Sep-72,Australia,Pakistan,Pakistan,2 runs,Sydney
05-Sep-72,Australia,Pakistan,Australia,7 wickets,Melbourne
06-Sep-72,Australia,Pakistan,Australia,69 runs,Sydney
07-Sep-72,New Zealand,India,New Zealand,108 runs,Dunedin
08-Sep-72,Australia,India,Australia,18 runs,Christchurch
09-Sep-72,West Indies,England,West Indies,3 wickets,Kingston
10-Sep-72,New Zealand,Australia,Australia,150 runs,Christchurch
11-Sep-72,New Zealand,India,India,1 run,Wellington
12-Sep-72,West Indies,England,West Indies,6 wickets,Georgetown
13-Sep-72,Australia,India,Australia,7 wickets,Hamilton
14-Sep-72,New Zealand,Australia,Australia,10 runs,Auckland
15-Sep-72,New Zealand,Australia,Australia,8 wickets,Auckland
16-Sep-72,West Indies,England,West Indies,7 wickets,Georgetown
17-Sep-72,West Indies,England,West Indies,4 wickets,Bridgetown
18-Sep-72,India,Sri Lanka,Sri Lanka,3 wickets,Sharjah
19-Sep-72,Australia,New Zealand,Australia,63 runs,Sharjah
20-Sep-72,India,Pakistan,Pakistan,26 runs,Sharjah
21-Sep-72,Bangladesh,New Zealand,New Zealand,161 runs,Sharjah
29-Apr-90,Pakistan,Sri Lanka,Pakistan,90 runs,Sharjah
30-Apr-90,Australia,Bangladesh,Australia,7 wickets,Sharjah
01-May-90,New Zealand,Pakistan,Pakistan,8 wickets,Sharjah
02-May-90,Australia,Sri Lanka,Australia,114 runs,Sharjah
04-May-90,Australia,Pakistan,Pakistan,36 runs,Sharjah
23-May-90,England,New Zealand,New Zealand,4 wickets,Leeds
25-May-90,England,New Zealand,England,6 wickets,The Oval
18-Jul-90,England,India,India,6 wickets,Leeds
20-Jul-90,England,India,India,5 wickets,Nottingham
02-Nov-90,Pakistan,New Zealand,Pakistan,19 runs,Lahore
04-Nov-90,Pakistan,New Zealand,Pakistan,8 wickets,Peshawar
06-Nov-90,Pakistan,New Zealand,Pakistan,105 runs,Sialkot
09-Nov-90,Pakistan,West Indies,Pakistan,6 runs,Karachi
11-Nov-90,Pakistan,West Indies,Pakistan,5 wickets,Lahore
13-Nov-90,Pakistan,West Indies,Pakistan,31 runs,Multan
29-Nov-90,Australia,New Zealand,Australia,61 runs,Sydney
01-Dec-90,England,New Zealand,New Zealand,7 runs,Adelaide
01-Dec-90,India,Sri Lanka,India,19 runs,Nagpur
02-Dec-90,Australia,New Zealand,Australia,6 wickets,Adelaide
05-Dec-90,India,Sri Lanka,India,6 wickets,Pune
07-Dec-90,England,New Zealand,England,4 wickets,Perth
08-Dec-90,India,Sri Lanka,Sri Lanka,7 wickets,Margao
09-Dec-90,Australia,England,Australia,6 wickets,Perth
11-Dec-90,Australia,New Zealand,Australia,39 runs,Melbourne
13-Dec-90,England,New Zealand,England,33 runs,Sydney
15-Dec-90,England,New Zealand,New Zealand,8 wickets,Brisbane
16-Dec-90,Australia,England,Australia,37 runs,Brisbane
18-Dec-90,Australia,New Zealand,New Zealand,1 run,Hobart
20-Dec-90,Pakistan,Sri Lanka,Sri Lanka,6 wickets,Sharjah
21-Dec-90,Pakistan,Sri Lanka,Pakistan,50 runs,Sharjah
25-Dec-90,India,Bangladesh,India,9 wickets,Chandigarh
28-Dec-90,India,Sri Lanka,Sri Lanka,36 runs,Cuttack
31-Dec-90,Bangladesh,Sri Lanka,Sri Lanka,71 runs,Eden Gardens
01-Jan-91,Australia,England,Australia,68 runs,Sydney
04-Jan-91,India,Sri Lanka,India,7 wickets,Eden Gardens
10-Jan-91,Australia,England,Australia,3 runs,Melbourne
13-Jan-91,Australia,New Zealand,Australia,6 wickets,Sydney
15-Jan-91,Australia,New Zealand,Australia,7 wickets,Melbourne
26-Jan-91,New Zealand,Sri Lanka,New Zealand,5 wickets,Napier
28-Jan-91,New Zealand,Sri Lanka,New Zealand,41 runs,Auckland
06-Feb-91,New Zealand,Sri Lanka,New Zealand,107 runs,Dunedin
09-Feb-91,New Zealand,England,England,14 runs,Christchurch
13-Feb-91,New Zealand,England,New Zealand,9 runs,Wellington
16-Feb-91,New Zealand,England,New Zealand,7 runs,Auckland
26-Feb-91,West Indies,Australia,Australia,35 runs,Kingston
09-Mar-91,West Indies,Australia,Australia,45 runs,Port of Spain
10-Mar-91,West Indies,Australia,West Indies,7 wickets,Port of Spain
13-Mar-91,West Indies,Australia,Australia,37 runs,Bridgetown
20-Mar-91,West Indies,Australia,Australia,6 wickets,Georgetown
24-May-91,England,West Indies,England,1 wicket,Birmingham
25-May-91,England,West Indies,England,9 runs,Manchester
27-May-91,England,West Indies,England,7 wickets,Lord's
17-Oct-91,Pakistan,West Indies,West Indies,1 wicket,Sharjah
18-Oct-91,India,Pakistan,India,60 runs,Sharjah
19-Oct-91,India,West Indies,India,19 runs,Sharjah
21-Oct-91,Pakistan,West Indies,Pakistan,1 run,Sharjah
22-Oct-91,India,West Indies,India,7 wickets,Sharjah
23-Oct-91,India,Pakistan,Pakistan,4 runs,Sharjah
25-Oct-91,India,Pakistan,Pakistan,72 runs,Sharjah
10-Nov-91,India,South Africa,India,3 wickets,Eden Gardens
12-Nov-91,India,South Africa,India,38 runs,Gwalior
14-Nov-91,India,South Africa,South Africa,8 wickets,New Delhi
20-Nov-91,Pakistan,West Indies,West Indies,24 runs,Karachi
22-Nov-91,Pakistan,West Indies,tied,,Lahore
24-Nov-91,Pakistan,West Indies,West Indies,17 runs,Faisalabad
06-Dec-91,India,West Indies,tied,,Perth
08-Dec-91,Australia,India,India,107 runs,Perth
10-Dec-91,Australia,India,Australia,8 wickets,Hobart
12-Dec-91,Australia,West Indies,Australia,9 runs,Melbourne
14-Dec-91,India,West Indies,India,10 runs,Adelaide
15-Dec-91,Australia,India,Australia,6 wickets,Adelaide
18-Dec-91,Australia,West Indies,Australia,51 runs,Sydney
09-Jan-92,Australia,West Indies,no result,,Melbourne
10-Jan-92,Pakistan,Sri Lanka,Pakistan,8 wickets,Sargodha
11-Jan-92,New Zealand,England,England,7 wickets,Auckland
11-Jan-92,India,West Indies,West Indies,6 wickets,Brisbane
12-Jan-92,Australia,West Indies,West Indies,12 runs,Brisbane
13-Jan-92,Pakistan,Sri Lanka,Pakistan,29 runs,Karachi
14-Jan-92,Australia,India,Australia,9 wickets,Sydney
15-Jan-92,Pakistan,Sri Lanka,Pakistan,59 runs,Hyderabad (Sind)
16-Jan-92,India,West Indies,India,5 wickets,Melbourne
17-Jan-92,Pakistan,Sri Lanka,Sri Lanka,4 wickets,Multan
18-Jan-92,Australia,India,Australia,88 runs,Melbourne
19-Jan-92,Pakistan,Sri Lanka,Pakistan,117 runs,Rawalpindi
20-Jan-92,Australia,India,Australia,6 runs,Sydney
12-Feb-92,New Zealand,England,England,3 wickets,Dunedin
15-Feb-92,New Zealand,England,England,71 runs,Christchurch
22-Feb-92,New Zealand,Australia,New Zealand,37 runs,Auckland
22-Feb-92,England,India,England,9 runs,Perth
23-Feb-92,Sri Lanka,Zimbabwe,Sri Lanka,3 wickets,New Plymouth
23-Feb-92,Pakistan,West Indies,West Indies,10 wickets,Melbourne
25-Feb-92,New Zealand,Sri Lanka,New Zealand,6 wickets,Hamilton
26-Feb-92,Australia,South Africa,South Africa,9 wickets,Sydney
27-Feb-92,Pakistan,Zimbabwe,Pakistan,53 runs,Hobart
27-Feb-92,England,West Indies,England,6 wickets,Melbourne
28-Feb-92,India,Sri Lanka,no result,,Mackay
29-Feb-92,New Zealand,South Africa,New Zealand,7 wickets,Auckland
29-Feb-92,West Indies,Zimbabwe,West Indies,75 runs,Brisbane
01-Mar-92,Australia,India,Australia,1 run,Brisbane
01-Mar-92,England,Pakistan,no result,,Adelaide
02-Mar-92,South Africa,Sri Lanka,Sri Lanka,3 wickets,Wellington
03-Mar-92,New Zealand,Zimbabwe,New Zealand,48 runs,Napier
04-Mar-92,India,Pakistan,India,43 runs,Sydney
05-Mar-92,South Africa,West Indies,South Africa,64 runs,Christchurch
05-Mar-92,Australia,England,England,8 wickets,Sydney
07-Mar-92,India,Zimbabwe,India,55 runs,Hamilton
07-Mar-92,Australia,Sri Lanka,Australia,7 wickets,Adelaide
08-Mar-92,New Zealand,West Indies,New Zealand,5 wickets,Auckland
08-Mar-92,Pakistan,South Africa,South Africa,20 runs,Brisbane
09-Mar-92,England,Sri Lanka,England,106 runs,Ballarat
10-Mar-92,India,West Indies,West Indies,5 wickets,Wellington
10-Mar-92,South Africa,Zimbabwe,South Africa,7 wickets,Canberra
11-Mar-92,Australia,Pakistan,Pakistan,48 runs,Perth
12-Mar-92,New Zealand,India,New Zealand,4 wickets,Dunedin
12-Mar-92,England,South Africa,England,3 wickets,Melbourne
13-Mar-92,Sri Lanka,West Indies,West Indies,91 runs,Berri
14-Mar-92,Australia,Zimbabwe,Australia,128 runs,Hobart
15-Mar-92,New Zealand,England,New Zealand,7 wickets,Wellington
15-Mar-92,India,South Africa,South Africa,6 wickets,Adelaide
15-Mar-92,Pakistan,Sri Lanka,Pakistan,4 wickets,Perth
18-Mar-92,New Zealand,Pakistan,Pakistan,7 wickets,Christchurch
18-Mar-92,England,Zimbabwe,Zimbabwe,9 runs,Albury
18-Mar-92,Australia,West Indies,Australia,57 runs,Melbourne
21-Mar-92,New Zealand,Pakistan,Pakistan,4 wickets,Auckland
22-Mar-92,England,South Africa,England,19 runs,Sydney
25-Mar-92,England,Pakistan,Pakistan,22 runs,Melbourne
07-Apr-92,West Indies,South Africa,West Indies,107 runs,Kingston
11-Apr-92,West Indies,South Africa,West Indies,10 wickets,Port of Spain
12-Apr-92,West Indies,South Africa,West Indies,7 wickets,Port of Spain
20-May-92,England,Pakistan,England,79 runs,Lord's
22-May-92,England,Pakistan,England,39 runs,The Oval
15-Aug-92,Sri Lanka,Australia,Sri Lanka,4 wickets,Colombo (PSS)
20-Aug-92,England,Pakistan,England,198 runs,Nottingham
22-Aug-92,England,Pakistan,Pakistan,3 runs,Lord's
24-Aug-92,England,Pakistan,England,6 wickets,Manchester
04-Sep-92,Sri Lanka,Australia,Sri Lanka,5 wickets,Colombo (RPS)
05-Sep-92,Sri Lanka,Australia,Australia,5 wickets,Colombo (RPS)
25-Oct-92,Zimbabwe,India,India,30 runs,Harare
31-Oct-92,Zimbabwe,New Zealand,New Zealand,22 runs,Bulawayo
08-Nov-92,Zimbabwe,New Zealand,New Zealand,4 wickets,Harare
04-Dec-92,Pakistan,West Indies,Pakistan,5 wickets,Perth
04-Dec-92,Sri Lanka,New Zealand,no result,,Colombo (RPS)
06-Dec-92,Australia,West Indies,West Indies,9 wickets,Perth
07-Dec-92,South Africa,India,South Africa,6 wickets,Cape Town
08-Dec-92,Australia,West Indies,Australia,14 runs,Sydney
09-Dec-92,South Africa,India,South Africa,6 wickets,Gqeberha
10-Dec-92,Australia,Pakistan,tied,,Hobart
11-Dec-92,South Africa,India,India,4 wickets,Centurion
12-Dec-92,Pakistan,West Indies,West Indies,4 runs,Adelaide
12-Dec-92,Sri Lanka,New Zealand,Sri Lanka,8 wickets,Colombo (PSS)
13-Dec-92,Australia,Pakistan,Australia,8 wickets,Adelaide
13-Dec-92,Sri Lanka,New Zealand,Sri Lanka,31 runs,Colombo (RPS)
13-Dec-92,South Africa,India,South Africa,6 wickets,Johannesburg
15-Dec-92,Australia,West Indies,Australia,4 runs,Melbourne
15-Dec-92,South Africa,India,South Africa,8 wickets,Bloemfontein
17-Dec-92,Pakistan,West Indies,West Indies,133 runs,Sydney
17-Dec-92,South Africa,India,South Africa,39 runs,Durban
19-Dec-92,South Africa,India,India,5 wickets,East London
26-Dec-92,New Zealand,Pakistan,Pakistan,50 runs,Wellington
28-Dec-92,New Zealand,Pakistan,New Zealand,6 wickets,Napier
30-Dec-92,New Zealand,Pakistan,New Zealand,6 wickets,Auckland
09-Jan-93,Pakistan,West Indies,West Indies,9 wickets,Brisbane
10-Jan-93,Australia,West Indies,West Indies,7 runs,Brisbane
12-Jan-93,Australia,Pakistan,Australia,32 runs,Melbourne
14-Jan-93,Australia,Pakistan,Australia,23 runs,Sydney
16-Jan-93,Australia,West Indies,West Indies,25 runs,Sydney
18-Jan-93,Australia,West Indies,West Indies,4 wickets,Melbourne
